2.4 0.91
0.52 0.71
0.78 0.46
2.54 1.47
0.52 1.06
0.55 1.21
1.25 2.51
2.09 2.54
2.4 1.07
2.58 1.83
1.8 2.42
1.59 0.47
0.46 1.69
2.42 2.53
2.5 2.28
0.57 2.27
2.55 1.99
2.55 2.18
1.38 2.58
2.57 2.17
2.59 1.13
0.58 1.61
2.43 0.49
0.5 2.37
2.22 2.57
0.52 1.25
0.43 1.5
2.4 1.19
2.44 1.69
2.42 2.19
0.42 1.38
1.76 0.55
2.5 2.57
1.13 0.43
0.99 2.56
1.44 2.5
0.45 0.47
2.59 2.53
2.43 0.79
0.93 2.55
0.5 1.08
2.41 0.83
1.99 2.42
1.32 0.55
0.52 1.8
2.45 1.57
1.03 0.56
2.59 0.48
2.47 1.87
2.04 0.5
2.55 0.68
0.7 2.4
1.71 2.42
0.48 2.2
0.55 1.01
2.35 2.4
1.53 2.42
2.49 1.63
1.08 0.51
2.58 1.51
0.54 1.12
2.52 1.1
2.43 2.13
1.15 2.4
1.88 0.41
0.44 0.46
0.47 2.46
0.51 0.4
2.1 0.52
0.52 2.24
0.49 1.93
0.4 2.38
2.59 2.21
2.59 2.03
2.18 0.51
1.91 2.58
1.72 0.54
0.69 0.56
1.05 2.54
1.03 0.55
1.36 2.44
1.16 2.59
1.75 0.54
2.47 1.36
0.72 2.48
2.53 1.13
0.46 2.5
2.49 2.37
0.45 2.34
0.75 2.5
2.5 1.64
2.34 0.4
2.46 1.82
0.95 0.47
1.27 0.41
2.08 2.57
1.21 2.54
2.59 0.56
2.43 1.48
0.7 2.42
0.55 2.44
2.5 1.93
2.1 2.53
2.5 1.93
0.52 2.54
2.42 0.51
0.5 1.76
0.47 1.52
0.69 2.47
0.54 1.81
0.99 2.43
1.82 2.52
2.54 0.64
0.58 0.76
2.48 0.53
0.4 1.43
0.44 1.63
0.95 0.56
2.48 0.54
0.61 0.5
1.72 2.57
0.48 1.28
0.47 2.48
0.5 0.93
1.33 0.56
1.76 0.48
1.74 0.56
2.55 2.48
2.15 2.4
2.55 1.42
0.49 1.59
1.47 0.52
1.88 2.4
2.57 2.33
2.48 1.78
0.94 0.58
2.42 0.65
1.44 2.47
1.08 0.56
0.47 1.22
1.9 2.51
0.43 1.85
0.55 1.73
0.43 2.48
2.14 2.49
2.24 2.5
2.01 2.45
1.2 0.43
2.42 1.03
1.4 2.49
2.45 0.84
1.77 2.47
0.87 2.51
2.26 0.51
0.47 2.47
0.59 1.53
0.56 2.15
2.47 1.84
2.48 2.48
2.45 1.66
0.41 2.53
2.23 2.59
1.58 0.43
2.51 0.81
0.59 2.49
0.55 2.15
1.2 0.55
0.58 1.74
1.04 2.55
2.4 0.76
0.46 1.17
0.5 0.97
2.48 1.3
2.33 0.57
2.45 1.97
2.43 0.98
2.3 2.54
0.58 1.14
2.51 1.71
0.4 1.95
1.97 0.45
